Alert ID,Ticker,Name,Description,Time
668470062,"BATS:VXUS, 1D",,Negative Divergence Detected,2023-01-26T14:30:00.000Z
668471538,"BATS:XLY, 1D",,Negative Divergence Detected,2023-01-26T14:30:00.000Z
668431218,"BATS:ECH, 1D",,Negative Divergence Detected,2023-01-26T14:30:00.000Z
668471024,"BATS:XLK, 1D",,Negative Divergence Detected,2023-01-26T14:30:00.000Z
668461906,"BATS:QQQ, 1D",,Negative Divergence Detected,2023-01-26T14:30:00.000Z
668433653,"BATS:EWS, 1D",,Negative Divergence Detected,2023-01-25T20:59:19.000Z
668439235,"BATS:IWM, 1D",,Negative Divergence Detected,2023-01-25T20:31:51.000Z
668471024,"BATS:XLK, 1D",,Negative Divergence Detected,2023-01-25T20:10:56.000Z
668438940,"BATS:IWB, 1D",,Negative Divergence Detected,2023-01-25T20:09:09.000Z
668469809,"BATS:VSS, 1D",,Negative Divergence Detected,2023-01-25T20:07:24.000Z
668430408,"BATS:CIBR, 1D",,Negative Divergence Detected,2023-01-25T20:01:39.000Z
668466060,"BATS:SIL, 1D",,Negative Divergence Detected,2023-01-25T19:49:10.000Z
668441570,"BATS:MOO, 1D",,Negative Divergence Detected,2023-01-25T19:21:01.000Z
668439392,"BATS:IWN, 1D",,Negative Divergence Detected,2023-01-25T19:16:13.000Z
668433016,"BATS:EWL, 1D",,Negative Divergence Detected,2023-01-25T19:12:41.000Z
668469298,"BATS:VNQI, 1D",,Negative Divergence Detected,2023-01-25T18:52:06.000Z
668431218,"BATS:ECH, 1D",,Negative Divergence Detected,2023-01-25T18:45:36.000Z
668428518,"BATS:AOM, 1D",,Negative Divergence Detected,2023-01-25T18:27:35.000Z
668431545,"BATS:EFG, 1D",,Negative Divergence Detected,2023-01-25T18:21:49.000Z
668470062,"BATS:VXUS, 1D",,Negative Divergence Detected,2023-01-25T18:14:51.000Z
668462578,"BATS:SCZ, 1D",,Negative Divergence Detected,2023-01-25T18:12:31.000Z
668471538,"BATS:XLY, 1D",,Negative Divergence Detected,2023-01-25T18:11:36.000Z
668468302,"BATS:VEA, 1D",,Negative Divergence Detected,2023-01-25T18:11:36.000Z
668471655,"BATS:XME, 1D",,Negative Divergence Detected,2023-01-25T18:10:48.000Z
668462038,"BATS:REMX, 1D",,Negative Divergence Detected,2023-01-25T17:55:57.000Z
668467660,"BATS:SUB, 1D",,Negative Divergence Detected,2023-01-25T15:30:34.000Z
668434325,"BATS:EWZ, 1D",,Negative Divergence Detected,2023-01-25T15:24:03.000Z
668437536,"BATS:ILF, 1D",,Negative Divergence Detected,2023-01-25T15:23:15.000Z
668332137,"BATS:CPER, 1D",,Positive Divergence Detected,2023-01-25T15:15:34.000Z
668429948,"BATS:BWX, 1D",,Negative Divergence Detected,2023-01-25T15:11:18.000Z
668432206,"BATS:EWA, 1D",,Negative Divergence Detected,2023-01-25T14:42:28.000Z
668440513,"BATS:JPST, 1D",,Negative Divergence Detected,2023-01-25T14:33:21.000Z
668440842,"BATS:LIT, 1D",,Negative Divergence Detected,2023-01-25T14:32:30.000Z
668370304,"BATS:INDA, 1D",,Positive Divergence Detected,2023-01-25T14:30:02.000Z
668469667,"BATS:VPL, 1D",,Negative Divergence Detected,2023-01-25T14:30:00.000Z
668432875,"BATS:EWJ, 1D",,Negative Divergence Detected,2023-01-25T14:30:01.000Z
668372947,"BATS:IXJ, 1D",,Positive Divergence Detected,2023-01-25T14:30:00.000Z
668468302,"BATS:VEA, 1D",,Negative Divergence Detected,2023-01-24T19:54:36.000Z
668332137,"BATS:CPER, 1D",,Positive Divergence Detected,2023-01-24T19:05:23.000Z
668437900,"BATS:IOO, 1D",,Negative Divergence Detected,2023-01-24T18:49:59.000Z
668464665,"BATS:SH, 1D",,Positive Divergence Detected,2023-01-24T18:40:51.000Z
668436515,"BATS:IGF, 1D",,Negative Divergence Detected,2023-01-24T18:01:34.000Z
668432398,"BATS:EWD, 1D",,Negative Divergence Detected,2023-01-24T17:17:58.000Z
668462578,"BATS:SCZ, 1D",,Negative Divergence Detected,2023-01-24T17:12:37.000Z
668469298,"BATS:VNQI, 1D",,Negative Divergence Detected,2023-01-24T17:11:54.000Z
668472293,"BATS:XTN, 1D",,Negative Divergence Detected,2023-01-24T16:17:44.000Z
668441570,"BATS:MOO, 1D",,Negative Divergence Detected,2023-01-24T16:15:01.000Z
668469179,"BATS:VNQ, 1D",,Negative Divergence Detected,2023-01-24T16:10:05.000Z
668469412,"BATS:VO, 1D",,Negative Divergence Detected,2023-01-24T16:04:48.000Z
668439392,"BATS:IWN, 1D",,Negative Divergence Detected,2023-01-24T15:59:38.000Z
668438940,"BATS:IWB, 1D",,Negative Divergence Detected,2023-01-24T15:58:35.000Z
668440034,"BATS:IXN, 1D",,Negative Divergence Detected,2023-01-24T15:58:12.000Z
668470062,"BATS:VXUS, 1D",,Negative Divergence Detected,2023-01-24T15:57:16.000Z
668469809,"BATS:VSS, 1D",,Negative Divergence Detected,2023-01-24T15:57:01.000Z
668439235,"BATS:IWM, 1D",,Negative Divergence Detected,2023-01-24T15:55:25.000Z
668432206,"BATS:EWA, 1D",,Negative Divergence Detected,2023-01-24T15:53:03.000Z
668470532,"BATS:XLC, 1D",,Negative Divergence Detected,2023-01-24T15:43:48.000Z
668432875,"BATS:EWJ, 1D",,Negative Divergence Detected,2023-01-24T15:42:56.000Z
668428518,"BATS:AOM, 1D",,Negative Divergence Detected,2023-01-24T15:36:27.000Z
668469667,"BATS:VPL, 1D",,Negative Divergence Detected,2023-01-24T15:15:09.000Z
668372947,"BATS:IXJ, 1D",,Positive Divergence Detected,2023-01-24T15:12:03.000Z
668417486,"BATS:PSQ, 1D",,Positive Divergence Detected,2023-01-24T14:52:59.000Z
668461906,"BATS:QQQ, 1D",,Negative Divergence Detected,2023-01-24T14:51:09.000Z
668468447,"BATS:VFC, 1D",,Negative Divergence Detected,2023-01-24T14:50:07.000Z
668471024,"BATS:XLK, 1D",,Negative Divergence Detected,2023-01-24T14:49:00.000Z
668413584,"BATS:FDN, 1D",,Negative Divergence Detected,2023-01-24T14:46:59.000Z
668434460,"BATS:FDN, 1D",,Negative Divergence Detected,2023-01-24T14:46:59.000Z
668466185,"BATS:SKYY, 1D",,Negative Divergence Detected,2023-01-24T14:46:38.000Z
668470290,"BATS:XBI, 1D",,Negative Divergence Detected,2023-01-24T14:44:21.000Z
668471538,"BATS:XLY, 1D",,Negative Divergence Detected,2023-01-24T14:40:58.000Z
668430408,"BATS:CIBR, 1D",,Negative Divergence Detected,2023-01-24T14:39:51.000Z
668468015,"BATS:UPST, 1D",,Negative Divergence Detected,2023-01-24T14:36:55.000Z
668420934,"BATS:UPST, 1D",,Negative Divergence Detected,2023-01-24T14:36:55.000Z
668439064,"BATS:IWF, 1D",,Negative Divergence Detected,2023-01-24T14:33:10.000Z
668438223,"BATS:ITB, 1D",,Negative Divergence Detected,2023-01-24T14:32:59.000Z
668440842,"BATS:LIT, 1D",,Negative Divergence Detected,2023-01-24T14:30:02.000Z
668437536,"BATS:ILF, 1D",,Negative Divergence Detected,2023-01-24T14:30:02.000Z
668462038,"BATS:REMX, 1D",,Negative Divergence Detected,2023-01-24T14:30:01.000Z
668430718,"BATS:DBC, 1D",,Negative Divergence Detected,2023-01-24T14:30:01.000Z
668440513,"BATS:JPST, 1D",,Negative Divergence Detected,2023-01-24T14:30:01.000Z
668331659,"BATS:BLV, 1D",,Positive Divergence Detected,2023-01-24T14:30:00.000Z
668431218,"BATS:ECH, 1D",,Negative Divergence Detected,2023-01-24T14:30:00.000Z
668435583,"BATS:GSG, 1D",,Negative Divergence Detected,2023-01-24T14:30:00.000Z
668389440,"BATS:SLV, 1D",,Positive Divergence Detected,2023-01-24T14:30:00.000Z
668470290,"BATS:XBI, 1D",,Negative Divergence Detected,2023-01-23T19:05:33.000Z
668467263,"BATS:SPYD, 1D",,Negative Divergence Detected,2023-01-23T18:46:55.000Z
668468447,"BATS:VFC, 1D",,Negative Divergence Detected,2023-01-23T18:31:40.000Z
668439695,"BATS:IWP, 1D",,Negative Divergence Detected,2023-01-23T18:01:16.000Z
668439392,"BATS:IWN, 1D",,Negative Divergence Detected,2023-01-23T17:46:13.000Z
668331659,"BATS:BLV, 1D",,Positive Divergence Detected,2023-01-23T16:31:24.000Z
668438786,"BATS:IVV, 1D",,Negative Divergence Detected,2023-01-23T16:10:07.000Z
668431545,"BATS:EFG, 1D",,Negative Divergence Detected,2023-01-23T16:05:32.000Z
668439235,"BATS:IWM, 1D",,Negative Divergence Detected,2023-01-23T16:04:03.000Z
668436209,"BATS:IDV, 1D",,Negative Divergence Detected,2023-01-23T16:03:48.000Z
668472293,"BATS:XTN, 1D",,Negative Divergence Detected,2023-01-23T15:59:03.000Z
668436515,"BATS:IGF, 1D",,Negative Divergence Detected,2023-01-23T15:55:36.000Z
668469298,"BATS:VNQI, 1D",,Negative Divergence Detected,2023-01-23T15:51:30.000Z
668438940,"BATS:IWB, 1D",,Negative Divergence Detected,2023-01-23T15:50:18.000Z
668439526,"BATS:IWO, 1D",,Negative Divergence Detected,2023-01-23T15:32:03.000Z
668468302,"BATS:VEA, 1D",,Negative Divergence Detected,2023-01-23T15:31:14.000Z
668432206,"BATS:EWA, 1D",,Negative Divergence Detected,2023-01-23T15:30:47.000Z
668441570,"BATS:MOO, 1D",,Negative Divergence Detected,2023-01-23T15:30:28.000Z
668469667,"BATS:VPL, 1D",,Negative Divergence Detected,2023-01-23T15:25:07.000Z
668471387,"BATS:XLV, 1D",,Negative Divergence Detected,2023-01-23T15:09:34.000Z
668469412,"BATS:VO, 1D",,Negative Divergence Detected,2023-01-23T15:04:29.000Z
668471024,"BATS:XLK, 1D",,Negative Divergence Detected,2023-01-23T15:00:31.000Z
668468015,"BATS:UPST, 1D",,Negative Divergence Detected,2023-01-23T14:57:12.000Z
668420934,"BATS:UPST, 1D",,Negative Divergence Detected,2023-01-23T14:57:12.000Z
668470062,"BATS:VXUS, 1D",,Negative Divergence Detected,2023-01-23T14:51:49.000Z
668428518,"BATS:AOM, 1D",,Negative Divergence Detected,2023-01-23T14:51:27.000Z
668462167,"BATS:ROBO, 1D",,Negative Divergence Detected,2023-01-23T14:50:53.000Z
668433653,"BATS:EWS, 1D",,Negative Divergence Detected,2023-01-23T14:50:20.000Z
668440513,"BATS:JPST, 1D",,Negative Divergence Detected,2023-01-23T14:50:05.000Z
668466185,"BATS:SKYY, 1D",,Negative Divergence Detected,2023-01-23T14:48:23.000Z
668469809,"BATS:VSS, 1D",,Negative Divergence Detected,2023-01-23T14:48:08.000Z
668417486,"BATS:PSQ, 1D",,Positive Divergence Detected,2023-01-23T14:47:20.000Z
668441442,"BATS:MOAT, 1D",,Negative Divergence Detected,2023-01-23T14:44:15.000Z
668472086,"BATS:XT, 1D",,Negative Divergence Detected,2023-01-23T14:39:11.000Z
668437388,"BATS:IHI, 1D",,Negative Divergence Detected,2023-01-23T14:33:12.000Z
668433187,"BATS:EWM, 1D",,Negative Divergence Detected,2023-01-23T14:33:06.000Z
668431218,"BATS:ECH, 1D",,Negative Divergence Detected,2023-01-23T14:30:35.000Z
668440696,"BATS:KBE, 1D",,Negative Divergence Detected,2023-01-23T14:30:03.000Z
668430408,"BATS:CIBR, 1D",,Negative Divergence Detected,2023-01-23T14:30:01.000Z
668432398,"BATS:EWD, 1D",,Negative Divergence Detected,2023-01-23T14:30:01.000Z
668440842,"BATS:LIT, 1D",,Negative Divergence Detected,2023-01-23T14:30:01.000Z
668439872,"BATS:IXJ, 1D",,Negative Divergence Detected,2023-01-23T14:30:01.000Z
668461542,"BATS:PEJ, 1D",,Negative Divergence Detected,2023-01-23T14:30:01.000Z
668439064,"BATS:IWF, 1D",,Negative Divergence Detected,2023-01-23T14:30:01.000Z
668435249,"BATS:GNR, 1D",,Negative Divergence Detected,2023-01-23T14:30:00.000Z
668437536,"BATS:ILF, 1D",,Negative Divergence Detected,2023-01-23T14:30:00.000Z
668430718,"BATS:DBC, 1D",,Negative Divergence Detected,2023-01-23T14:30:00.000Z
668440034,"BATS:IXN, 1D",,Negative Divergence Detected,2023-01-23T14:30:00.000Z
668466601,"BATS:SMH, 1D",,Negative Divergence Detected,2023-01-23T14:30:00.000Z
668462038,"BATS:REMX, 1D",,Negative Divergence Detected,2023-01-23T14:30:00.000Z
668471966,"BATS:XOP, 1D",,Negative Divergence Detected,2023-01-23T14:30:00.000Z
668434168,"BATS:EWY, 1D",,Negative Divergence Detected,2023-01-23T14:30:00.000Z
668471538,"BATS:XLY, 1D",,Negative Divergence Detected,2023-01-23T14:30:00.000Z
668434460,"BATS:FDN, 1D",,Negative Divergence Detected,2023-01-23T14:30:00.000Z
668413584,"BATS:FDN, 1D",,Negative Divergence Detected,2023-01-23T14:30:00.000Z
668461906,"BATS:QQQ, 1D",,Negative Divergence Detected,2023-01-23T14:30:00.000Z
668435583,"BATS:GSG, 1D",,Negative Divergence Detected,2023-01-23T14:30:00.000Z
668389440,"BATS:SLV, 1D",,Positive Divergence Detected,2023-01-23T14:30:00.000Z
668434013,"BATS:EWU, 1D",,Negative Divergence Detected,2023-01-20T21:00:00.000Z
668436515,"BATS:IGF, 1D",,Negative Divergence Detected,2023-01-20T20:59:58.000Z
668461906,"BATS:QQQ, 1D",,Negative Divergence Detected,2023-01-20T20:11:50.000Z
668437388,"BATS:IHI, 1D",,Negative Divergence Detected,2023-01-20T20:11:30.000Z
668435249,"BATS:GNR, 1D",,Negative Divergence Detected,2023-01-20T19:38:11.000Z
668469298,"BATS:VNQI, 1D",,Negative Divergence Detected,2023-01-20T19:33:05.000Z
668470062,"BATS:VXUS, 1D",,Negative Divergence Detected,2023-01-20T18:50:32.000Z
668369369,"BATS:IHE, 1D",,Positive Divergence Detected,2023-01-20T18:43:13.000Z
668434460,"BATS:FDN, 1D",,Negative Divergence Detected,2023-01-20T16:29:16.000Z
668413584,"BATS:FDN, 1D",,Negative Divergence Detected,2023-01-20T16:29:16.000Z
668469809,"BATS:VSS, 1D",,Negative Divergence Detected,2023-01-20T16:11:07.000Z
668431362,"BATS:EEM, 1D",,Negative Divergence Detected,2023-01-20T15:29:07.000Z
668432206,"BATS:EWA, 1D",,Negative Divergence Detected,2023-01-20T15:22:35.000Z
668432875,"BATS:EWJ, 1D",,Negative Divergence Detected,2023-01-20T15:22:22.000Z
668433653,"BATS:EWS, 1D",,Negative Divergence Detected,2023-01-20T15:22:06.000Z
668369692,"BATS:IHF, 1D",,Positive Divergence Detected,2023-01-20T14:58:03.000Z
668470532,"BATS:XLC, 1D",,Negative Divergence Detected,2023-01-20T14:52:38.000Z
668469667,"BATS:VPL, 1D",,Negative Divergence Detected,2023-01-20T14:52:31.000Z
668331659,"BATS:BLV, 1D",,Positive Divergence Detected,2023-01-20T14:50:07.000Z
668380825,"BATS:PBJ, 1D",,Positive Divergence Detected,2023-01-20T14:43:08.000Z
668440513,"BATS:JPST, 1D",,Negative Divergence Detected,2023-01-20T14:33:44.000Z
668380295,"BATS:NOBL, 1D",,Positive Divergence Detected,2023-01-20T14:32:54.000Z
668370758,"BATS:ITA, 1D",,Positive Divergence Detected,2023-01-20T14:31:53.000Z
668437536,"BATS:ILF, 1D",,Negative Divergence Detected,2023-01-20T14:30:50.000Z
668402184,"BATS:XLI, 1D",,Positive Divergence Detected,2023-01-20T14:30:46.000Z
668440842,"BATS:LIT, 1D",,Negative Divergence Detected,2023-01-20T14:30:02.000Z
668462038,"BATS:REMX, 1D",,Negative Divergence Detected,2023-01-20T14:30:00.000Z
668434168,"BATS:EWY, 1D",,Negative Divergence Detected,2023-01-20T14:30:01.000Z
668402967,"BATS:XLU, 1D",,Positive Divergence Detected,2023-01-20T14:30:01.000Z
668433187,"BATS:EWM, 1D",,Negative Divergence Detected,2023-01-20T14:30:00.000Z
668390483,"BATS:SPLV, 1D",,Positive Divergence Detected,2023-01-20T14:30:00.000Z
668435583,"BATS:GSG, 1D",,Negative Divergence Detected,2023-01-20T14:30:00.000Z
668471966,"BATS:XOP, 1D",,Negative Divergence Detected,2023-01-20T14:30:00.000Z
668469667,"BATS:VPL, 1D",,Negative Divergence Detected,2023-01-19T19:32:21.000Z
668437536,"BATS:ILF, 1D",,Negative Divergence Detected,2023-01-19T19:24:16.000Z
668434325,"BATS:EWZ, 1D",,Negative Divergence Detected,2023-01-19T18:52:32.000Z
668471966,"BATS:XOP, 1D",,Negative Divergence Detected,2023-01-19T18:36:15.000Z
668462422,"BATS:SCHP, 1D",,Negative Divergence Detected,2023-01-19T18:02:39.000Z
668438422,"BATS:ITM, 1D",,Negative Divergence Detected,2023-01-19T17:16:28.000Z
668435583,"BATS:GSG, 1D",,Negative Divergence Detected,2023-01-19T17:10:20.000Z
668441709,"BATS:MUB, 1D",,Negative Divergence Detected,2023-01-19T16:51:29.000Z
668336210,"BATS:HDV, 1D",,Positive Divergence Detected,2023-01-19T16:46:34.000Z
668380295,"BATS:NOBL, 1D",,Positive Divergence Detected,2023-01-19T16:43:07.000Z
668402184,"BATS:XLI, 1D",,Positive Divergence Detected,2023-01-19T16:29:07.000Z
668429948,"BATS:BWX, 1D",,Negative Divergence Detected,2023-01-19T16:00:01.000Z
668435901,"BATS:HYD, 1D",,Negative Divergence Detected,2023-01-19T15:03:19.000Z
668469941,"BATS:VTEB, 1D",,Negative Divergence Detected,2023-01-19T14:33:11.000Z
668380825,"BATS:PBJ, 1D",,Positive Divergence Detected,2023-01-19T14:30:01.000Z
668369369,"BATS:IHE, 1D",,Positive Divergence Detected,2023-01-19T14:30:01.000Z
668433187,"BATS:EWM, 1D",,Negative Divergence Detected,2023-01-19T14:30:00.000Z
668440513,"BATS:JPST, 1D",,Negative Divergence Detected,2023-01-19T14:30:00.000Z
668467660,"BATS:SUB, 1D",,Negative Divergence Detected,2023-01-19T14:30:00.000Z
668402967,"BATS:XLU, 1D",,Positive Divergence Detected,2023-01-19T14:30:00.000Z
668431218,"BATS:ECH, 1D",,Negative Divergence Detected,2023-01-19T14:30:00.000Z
668370758,"BATS:ITA, 1D",,Positive Divergence Detected,2023-01-19T14:30:00.000Z
668369369,"BATS:IHE, 1D",,Positive Divergence Detected,2023-01-18T18:40:56.000Z
668402967,"BATS:XLU, 1D",,Positive Divergence Detected,2023-01-18T18:13:41.000Z
668390483,"BATS:SPLV, 1D",,Positive Divergence Detected,2023-01-18T16:56:32.000Z
668402731,"BATS:XLP, 1D",,Positive Divergence Detected,2023-01-18T16:55:43.000Z
668370758,"BATS:ITA, 1D",,Positive Divergence Detected,2023-01-18T16:06:11.000Z
668470411,"BATS:XLB, 1D",,Negative Divergence Detected,2023-01-18T15:30:07.000Z
668434644,"BATS:FIW, 1D",,Negative Divergence Detected,2023-01-18T15:12:42.000Z
668433488,"BATS:EWQ, 1D",,Negative Divergence Detected,2023-01-18T15:10:14.000Z
668438595,"BATS:ITOT, 1D",,Negative Divergence Detected,2023-01-18T15:08:48.000Z
668439526,"BATS:IWO, 1D",,Negative Divergence Detected,2023-01-18T14:43:40.000Z
668470290,"BATS:XBI, 1D",,Negative Divergence Detected,2023-01-18T14:40:37.000Z
668467919,"BATS:TLT, 1D",,Negative Divergence Detected,2023-01-18T14:32:10.000Z
668469179,"BATS:VNQ, 1D",,Negative Divergence Detected,2023-01-18T14:31:28.000Z
668466319,"BATS:SLV, 1D",,Negative Divergence Detected,2023-01-18T14:30:54.000Z
668466448,"BATS:SLV, 1D",,Negative Divergence Detected,2023-01-18T14:30:54.000Z
668471387,"BATS:XLV, 1D",,Negative Divergence Detected,2023-01-18T14:30:38.000Z
668436339,"BATS:IEF, 1D",,Negative Divergence Detected,2023-01-18T14:30:19.000Z
668441570,"BATS:MOO, 1D",,Negative Divergence Detected,2023-01-18T14:30:03.000Z
668467132,"BATS:SPTL, 1D",,Negative Divergence Detected,2023-01-18T14:30:04.000Z
668435901,"BATS:HYD, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668461643,"BATS:PFF, 1D",,Negative Divergence Detected,2023-01-18T14:30:02.000Z
668469298,"BATS:VNQI, 1D",,Negative Divergence Detected,2023-01-18T14:30:02.000Z
668442181,"BATS:PBJ, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668470062,"BATS:VXUS, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668471655,"BATS:XME, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668436515,"BATS:IGF, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668433653,"BATS:EWS, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668462578,"BATS:SCZ, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668428724,"BATS:BLV, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668469941,"BATS:VTEB, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668468675,"BATS:VGSH, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668439064,"BATS:IWF, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668420934,"BATS:UPST, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668468015,"BATS:UPST, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668437536,"BATS:ILF, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668432545,"BATS:EWG, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668441442,"BATS:MOAT, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668436695,"BATS:IGIB, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668436875,"BATS:IGSB, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668466185,"BATS:SKYY, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668433016,"BATS:EWL, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668466601,"BATS:SMH, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668472086,"BATS:XT, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668462281,"BATS:RSP, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668439872,"BATS:IXJ, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668468572,"BATS:VGK, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668428518,"BATS:AOM, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668434460,"BATS:FDN, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668413584,"BATS:FDN, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668440842,"BATS:LIT, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668466853,"BATS:SPLB, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668434168,"BATS:EWY, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668472293,"BATS:XTN, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668469412,"BATS:VO, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668439392,"BATS:IWN, 1D",,Negative Divergence Detected,2023-01-18T14:30:01.000Z
668440034,"BATS:IXN, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668436209,"BATS:IDV, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668461542,"BATS:PEJ, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668435249,"BATS:GNR, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668467660,"BATS:SUB, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668461906,"BATS:QQQ, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668437900,"BATS:IOO, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668440513,"BATS:JPST, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668431051,"BATS:EBND, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668469809,"BATS:VSS, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668439695,"BATS:IWP, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668440984,"BATS:LQD, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668435412,"BATS:GOVT, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668430555,"BATS:CPER, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668437388,"BATS:IHI, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668433187,"BATS:EWM, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668430408,"BATS:CIBR, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668427525,"BATS:AGG, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668440181,"BATS:JETS, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668462167,"BATS:ROBO, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668465955,"BATS:SHY, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668431545,"BATS:EFG, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668442020,"BATS:OIH, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668438422,"BATS:ITM, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668469667,"BATS:VPL, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668434325,"BATS:EWZ, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668431362,"BATS:EEM, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668462038,"BATS:REMX, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668428891,"BATS:BSV, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668432398,"BATS:EWD, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668429948,"BATS:BWX, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668432206,"BATS:EWA, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668430718,"BATS:DBC, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668441709,"BATS:MUB, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668434013,"BATS:EWU, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668432875,"BATS:EWJ, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668471966,"BATS:XOP, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668435583,"BATS:GSG, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668471538,"BATS:XLY, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668438223,"BATS:ITB, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668417486,"BATS:PSQ, 1D",,Positive Divergence Detected,2023-01-18T14:30:00.000Z
668470650,"BATS:XLE, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668441281,"BATS:MLN, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668439235,"BATS:IWM, 1D",,Negative Divergence Detected,2023-01-18T14:30:00.000Z
668437536,"BATS:ILF, 1D",,Negative Divergence Detected,2023-01-17T20:41:01.000Z
668438422,"BATS:ITM, 1D",,Negative Divergence Detected,2023-01-17T18:13:31.000Z
668430408,"BATS:CIBR, 1D",,Negative Divergence Detected,2023-01-17T17:50:57.000Z
668471387,"BATS:XLV, 1D",,Negative Divergence Detected,2023-01-17T17:00:20.000Z
668430555,"BATS:CPER, 1D",,Negative Divergence Detected,2023-01-17T16:33:09.000Z
668434644,"BATS:FIW, 1D",,Negative Divergence Detected,2023-01-17T15:11:18.000Z
